время,пользователь,сессия,событие,канал,устройство,категория,выручка,количество
2024-10-06 13:10:00,12247,2573,корзина,реклама,мобильный,Настольные игры,,
2024-09-25 03:32:00,13847,3477,просмотр,реклама,мобильный,Подарки,,
2024-10-31 23:47:00,10792,9137,просмотр,рассылка,мобильный,Книги,,
2024-10-24 15:17:00,12780,6644,корзина,поиск,десктоп,Подарки,,
2024-11-23 04:46:00,13664,11426,просмотр,поиск,десктоп,Настольные игры,,
2024-10-18 12:39:00,10661,4512,визит,реклама,мобильный,Книги,,
2024-10-30 02:57:00,12073,9261,корзина,рассылка,мобильный,Канцелярия,,
2024-10-02 16:10:00,10006,2375,визит,поиск,десктоп,Канцелярия,,
2024-11-13 10:47:00,12905,4835,корзина,поиск,десктоп,Подарки,,
2024-11-26 14:20:00,12504,10572,визит,поиск,мобильный,Канцелярия,,
2024-11-26 04:30:00,10296,11014,просмотр,рассылка,мобильный,Книги,,
2024-10-26 03:52:00,12395,5486,просмотр,реклама,мобильный,Книги,,
2024-10-23 04:27:00,11293,5677,просмотр,поиск,мобильный,Книги,,
2024-11-20 06:08:00,12645,383,визит,соцсети,десктоп,Канцелярия,,
2024-11-14 07:12:00,11809,560,визит,соцсети,мобильный,Настольные игры,,
2024-11-11 20:55:00,11274,6735,визит,поиск,мобильный,Книги,,
2024-09-24 20:57:00,11496,6631,оформление,поиск,мобильный,Канцелярия,,
2024-09-12 20:19:00,13699,6099,визит,поиск,десктоп,Настольные игры,,
2024-10-11 23:26:00,10913,9530,визит,поиск,мобильный,Канцелярия,,
2024-11-23 06:26:00,12151,9337,просмотр,соцсети,десктоп,Канцелярия,,
2024-11-16 09:57:00,10770,10656,визит,реклама,мобильный,Настольные игры,,
2024-10-26 08:41:00,13913,9199,просмотр,поиск,мобильный,Настольные игры,,
2024-09-20 06:57:00,12562,10672,покупка,соцсети,мобильный,Книги,2389.0,3.0
2024-09-28 08:01:00,10060,8637,визит,поиск,десктоп,Книги,,
2024-11-26 11:16:00,13592,11059,просмотр,рассылка,десктоп,Канцелярия,,
2024-11-03 13:13:00,13963,2927,визит,реклама,мобильный,Канцелярия,,
2024-10-12 00:59:00,11208,8271,корзина,рассылка,мобильный,Комиксы,,
2024-11-01 13:56:00,10229,8229,визит,реклама,мобильный,Комиксы,,
2024-09-02 16:18:00,10263,8319,визит,реклама,десктоп,Книги,,
2024-09-30 09:54:00,11829,11497,корзина,рассылка,мобильный,Настольные игры,,
2024-09-25 18:43:00,12512,11771,оформление,поиск,мобильный,Канцелярия,,
2024-11-18 21:03:00,12967,11821,визит,реклама,десктоп,Канцелярия,,
2024-10-16 18:18:00,10900,4083,визит,соцсети,мобильный,Настольные игры,,
2024-11-11 14:22:00,11379,6129,визит,поиск,мобильный,Канцелярия,,
2024-10-31 00:11:00,14039,5608,визит,реклама,десктоп,Подарки,,
2024-09-16 16:15:00,13033,882,визит,поиск,десктоп,Комиксы,,
2024-10-05 07:12:00,12531,8848,покупка,рассылка,мобильный,Подарки,1216.0,1.0
2024-10-06 23:10:00,12301,9170,просмотр,рассылка,мобильный,Канцелярия,,
2024-09-30 05:42:00,13155,4357,визит,поиск,десктоп,Комиксы,,
2024-11-17 23:50:00,10142,5979,визит,реклама,мобильный,Канцелярия,,
2024-10-21 15:30:00,10414,8746,визит,поиск,мобильный,Настольные игры,,
2024-09-03 11:00:00,11110,11659,визит,поиск,десктоп,Комиксы,,
2024-10-13 04:07:00,10423,9896,визит,поиск,мобильный,Подарки,,
2024-11-27 21:29:00,12686,6279,оформление,рассылка,мобильный,Канцелярия,,
2024-09-04 16:35:00,13366,6094,просмотр,рассылка,десктоп,Настольные игры,,
2024-09-17 06:17:00,11643,562,визит,реклама,мобильный,Книги,,
2024-10-22 20:12:00,12595,9373,просмотр,поиск,десктоп,Подарки,,
2024-10-03 15:29:00,13010,9212,оформление,рассылка,мобильный,Настольные игры,,
2024-09-05 06:10:00,12525,4373,просмотр,реклама,десктоп,Подарки,,
2024-10-23 03:23:00,13673,3139,просмотр,поиск,мобильный,Подарки,,
2024-10-14 19:43:00,10157,8561,оформление,рассылка,мобильный,Книги,,
2024-09-07 10:20:00,10666,3762,визит,поиск,мобильный,Комиксы,,
2024-11-18 22:10:00,13858,2008,покупка,поиск,десктоп,Комиксы,2117.0,3.0
2024-10-10 18:00:00,10351,511,покупка,реклама,десктоп,Книги,510.0,1.0
2024-10-01 20:36:00,13403,11305,просмотр,реклама,мобильный,Комиксы,,
2024-11-26 10:42:00,14194,5381,визит,соцсети,мобильный,Подарки,,
2024-10-26 08:37:00,13913,9199,визит,поиск,мобильный,Настольные игры,,
2024-09-22 02:59:00,12104,8084,оформление,реклама,десктоп,Канцелярия,,
2024-09-07 21:31:00,13506,6140,просмотр,рассылка,мобильный,Канцелярия,,
2024-09-17 01:42:00,14009,2597,просмотр,поиск,мобильный,Настольные игры,,
2024-10-08 12:10:00,12152,577,визит,рассылка,мобильный,Канцелярия,,
2024-09-15 20:40:00,10840,7391,просмотр,поиск,десктоп,Настольные игры,,
2024-10-30 15:40:00,10474,8083,визит,реклама,мобильный,Комиксы,,
2024-09-04 12:02:00,13653,3671,визит,соцсети,мобильный,Канцелярия,,
2024-11-04 06:17:00,11769,9888,просмотр,рассылка,десктоп,Канцелярия,,
2024-10-04 15:29:00,10839,8487,просмотр,реклама,десктоп,Книги,,
2024-10-08 10:50:00,11109,9405,визит,,десктоп,Настольные игры,,
2024-10-05 22:13:00,13994,10459,визит,реклама,мобильный,Книги,,
2024-10-13 06:41:00,11072,10412,оформление,соцсети,десктоп,Подарки,,
2024-10-12 01:50:00,13805,5822,оформление,поиск,десктоп,Канцелярия,,
2024-11-10 06:25:00,10241,9970,визит,реклама,мобильный,Книги,,
2024-11-25 20:08:00,12644,5265,просмотр,поиск,десктоп,Книги,,
2024-10-18 10:54:00,12000,1756,корзина,поиск,десктоп,Канцелярия,,
2024-10-17 23:36:00,10683,7183,покупка,поиск,десктоп,Канцелярия,337.0,1.0
2024-09-01 07:40:00,11682,5783,просмотр,реклама,десктоп,Комиксы,,
2024-10-28 22:34:00,10057,420,просмотр,поиск,десктоп,Канцелярия,,
2024-09-08 22:00:00,12613,7059,корзина,реклама,десктоп,Комиксы,,
2024-11-19 06:19:00,11319,848,визит,рассылка,мобильный,Книги,,
2024-09-20 15:22:00,11795,4229,просмотр,поиск,мобильный,Книги,,
2024-10-14 03:29:00,11948,3480,корзина,рассылка,мобильный,Подарки,,
2024-10-10 10:07:00,13357,6092,просмотр,реклама,мобильный,Книги,,
2024-09-03 00:10:00,11432,11503,визит,реклама,мобильный,Книги,,
2024-09-06 01:35:00,10336,3820,покупка,рассылка,десктоп,Канцелярия,390.0,1.0
2024-10-17 07:44:00,11703,10592,визит,соцсети,мобильный,Книги,,
2024-09-03 11:43:00,14050,8041,визит,соцсети,мобильный,Настольные игры,,
2024-10-15 19:48:00,12835,1352,корзина,соцсети,десктоп,Канцелярия,,
2024-09-06 11:21:00,10698,4606,визит,соцсети,десктоп,Книги,,
2024-10-13 03:03:00,11468,10183,визит,реклама,десктоп,Подарки,,
2024-09-29 11:32:00,12028,1115,визит,поиск,мобильный,Канцелярия,,
2024-10-15 15:30:00,12820,6378,визит,соцсети,мобильный,Книги,,
2024-10-09 14:23:00,11540,1773,просмотр,соцсети,мобильный,Книги,,
2024-10-22 13:32:00,12292,2503,корзина,соцсети,десктоп,Книги,,
2024-10-07 15:09:00,10461,10290,просмотр,поиск,десктоп,Канцелярия,,
2024-10-07 21:08:00,10938,8929,визит,рассылка,мобильный,Книги,,
2024-09-29 03:45:00,11203,2124,визит,рассылка,десктоп,Книги,,
2024-10-17 23:08:00,11293,8789,корзина,поиск,мобильный,Книги,,
2024-10-15 19:48:00,11896,6646,визит,соцсети,мобильный,Комиксы,,
2024-11-08 21:08:00,12139,3852,визит,реклама,десктоп,Канцелярия,,
2024-11-03 20:36:00,11393,4121,визит,реклама,десктоп,Комиксы,,
2024-10-22 15:28:00,11196,9913,просмотр,рассылка,мобильный,Канцелярия,,
2024-10-20 02:26:00,13448,9142,оформление,поиск,мобильный,Настольные игры,,
2024-11-04 07:18:00,12754,10289,просмотр,реклама,десктоп,Настольные игры,,
2024-10-11 19:14:00,10710,10444,просмотр,реклама,мобильный,Настольные игры,,
2024-11-10 00:12:00,12450,934,визит,рассылка,мобильный,Подарки,,
2024-10-12 12:31:00,13499,9628,визит,соцсети,мобильный,Комиксы,,
2024-09-29 20:53:00,11507,3166,просмотр,поиск,мобильный,Комиксы,,
2024-10-29 01:12:00,12960,5968,просмотр,поиск,мобильный,Канцелярия,,
2024-10-11 23:53:00,13875,5556,просмотр,реклама,десктоп,Настольные игры,,
2024-09-17 00:14:00,12937,5591,корзина,рассылка,мобильный,Канцелярия,,
2024-10-16 19:06:00,10382,1010,покупка,рассылка,мобильный,Книги,288.0,1.0
2024-10-22 01:29:00,10049,2897,просмотр,рассылка,десктоп,Настольные игры,,
2024-11-04 12:54:00,13137,3448,визит,соцсети,мобильный,Настольные игры,,
2024-11-19 10:53:00,12063,2206,визит,поиск,мобильный,Канцелярия,,
2024-10-21 23:19:00,11463,4349,оформление,соцсети,десктоп,Канцелярия,,
2024-09-03 12:36:00,10666,3131,визит,реклама,мобильный,Комиксы,,
2024-11-20 12:49:00,13057,11280,оформление,рассылка,десктоп,Канцелярия,,
2024-09-05 15:43:00,10644,11566,визит,реклама,десктоп,Книги,,
2024-09-28 20:37:00,10562,2972,визит,рассылка,десктоп,Канцелярия,,
2024-09-10 04:59:00,10415,4000,просмотр,поиск,десктоп,Книги,,
